YEAR,DOY,ALLSKY_SFC_UVA,ALLSKY_SFC_UV_INDEX,PRECTOTCORR,WS10M_MAX,WS10M_MIN,GWETTOP,GWETROOT,GWETPROF,PS,WS10M,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT
2017,4,13.75,2.26,0.82,2.16,0.27,0.89,0.93,0.9,79.35,1.12,93.62,126.02
2017,5,9.08,1.48,8.88,1.11,0.34,0.9,0.93,0.9,79.36,0.8,61.23,118.39
2017,6,12.76,2.07,0.74,1.48,0.62,0.89,0.93,0.89,79.44,1.03,89.98,122.1
2017,7,11.97,1.89,18.19,1.19,0.21,0.91,0.93,0.9,79.56,0.91,83.47,124.27
2017,8,10.66,1.74,5.37,1.4,0.56,0.91,0.95,0.91,79.58,1.11,72.77,119.55
2017,9,9.33,1.49,3.01,2.91,0.91,0.9,0.95,0.91,79.5,1.58,63.58,118.4
2017,10,13.1,2.09,0.98,2.84,0.84,0.9,0.94,0.91,79.34,1.49,92.04,123.62
2017,11,14.34,2.32,4.48,1.29,0.66,0.9,0.93,0.9,79.36,0.98,100.72,127.56
2017,12,12.69,2.08,2.9,1.16,0.34,0.9,0.93,0.9,79.43,0.72,87.7,124.54
2017,13,14.23,2.27,1.82,1.28,0.49,0.89,0.93,0.9,79.46,0.98,93.97,125.87
2017,14,13.85,2.27,2.55,1.36,0.64,0.89,0.93,0.89,79.38,1.03,88.05,128.23
2017,15,10.55,1.74,14.27,1.5,0.33,0.9,0.93,0.89,79.34,1.01,60.34,129.68
2017,16,13.68,2.24,2.29,1.81,0.2,0.9,0.93,0.9,79.38,0.94,87.72,128.57
2017,17,12.87,2.1,8.82,1.38,0.57,0.9,0.93,0.9,79.44,0.99,82.95,124.58
2017,18,11.86,1.95,113.38,1.62,0.7,0.95,0.96,0.92,79.46,1.16,72.62,125.81
2017,19,14.24,2.3,31.54,1.69,0.37,0.95,1.0,0.97,79.46,0.98,95.27,126.63
2017,20,14.36,2.43,2.71,1.8,0.33,0.95,0.99,0.97,79.52,1.1,96.2,125.68
2017,21,15.48,2.6,0.27,2.23,1.19,0.94,0.98,0.96,79.65,1.64,108.35,123.12
2017,22,17.3,2.88,0.0,1.77,0.38,0.93,0.98,0.95,79.58,1.22,119.23,129.64
2017,23,17.3,2.86,0.01,1.64,0.31,0.92,0.98,0.95,79.54,0.88,118.69,131.87
2017,24,14.32,2.35,0.05,1.59,0.59,0.92,0.97,0.94,79.59,0.98,93.12,130.34
2017,25,14.67,2.44,0.0,2.51,0.84,0.91,0.96,0.93,79.54,1.46,101.2,123.65
2017,26,15.71,2.43,1.91,1.84,0.66,0.91,0.95,0.92,79.58,1.2,107.06,128.73
2017,27,14.16,2.31,2.93,1.29,0.58,0.91,0.95,0.92,79.55,0.98,95.19,127.45
2017,28,13.49,2.27,1.86,1.51,0.63,0.91,0.95,0.92,79.46,1.06,87.57,127.5
2017,29,14.97,2.44,1.53,1.57,0.31,0.91,0.95,0.91,79.49,1.01,107.24,129.5
2017,30,10.23,1.66,0.68,1.41,0.66,0.9,0.95,0.91,79.54,1.11,71.19,124.88
2017,31,13.3,2.07,0.13,1.81,0.57,0.9,0.95,0.91,79.51,1.05,96.77,124.75
2017,32,15.09,2.45,1.49,1.8,0.94,0.9,0.94,0.91,79.41,1.3,106.1,132.69
2017,33,12.98,2.07,0.78,1.8,0.69,0.9,0.94,0.9,79.39,1.09,90.85,130.2
2017,34,14.56,2.33,0.12,1.79,0.12,0.89,0.93,0.9,79.47,1.05,106.65,126.89
2017,35,16.72,2.78,2.13,2.34,0.82,0.89,0.92,0.89,79.43,1.53,120.93,131.13
2017,36,17.99,2.96,1.98,2.06,0.98,0.88,0.92,0.88,79.39,1.51,129.3,134.3
2017,37,16.09,2.59,3.17,1.58,0.9,0.88,0.91,0.88,79.44,1.31,114.92,132.61
2017,38,17.16,2.83,0.92,1.58,0.98,0.88,0.91,0.88,79.43,1.3,122.75,134.36
2017,39,16.37,2.66,0.11,1.58,0.84,0.88,0.9,0.87,79.46,1.27,118.18,133.87
2017,40,15.52,2.48,0.23,1.75,1.03,0.87,0.9,0.86,79.54,1.37,110.66,132.77
2017,41,14.18,2.3,0.05,1.66,0.31,0.87,0.89,0.86,79.52,1.09,103.57,126.69
2017,42,14.29,2.38,2.14,1.45,0.17,0.87,0.88,0.85,79.44,0.96,101.65,132.13
2017,43,12.0,2.05,4.87,2.68,0.23,0.87,0.88,0.85,79.42,1.3,81.28,136.16
2017,44,14.66,2.43,0.21,2.34,0.65,0.87,0.88,0.85,79.45,1.34,103.62,133.45
2017,45,17.04,2.78,0.0,2.16,0.08,0.86,0.88,0.84,79.52,1.41,121.29,138.8
2017,46,16.35,2.68,0.01,1.84,0.46,0.85,0.87,0.84,79.63,1.17,115.53,137.58
2017,47,14.88,2.44,3.03,2.41,0.53,0.85,0.86,0.83,79.69,1.32,104.76,136.24
2017,48,12.55,2.07,4.69,1.51,0.81,0.85,0.86,0.83,79.69,1.21,86.37,134.95
2017,49,15.07,2.5,1.99,1.45,0.3,0.85,0.86,0.83,79.58,0.88,106.2,135.98
2017,50,14.84,2.54,0.01,1.52,0.16,0.84,0.85,0.82,79.58,0.98,105.74,134.62
2017,51,15.71,2.66,0.0,1.57,0.46,0.84,0.84,0.81,79.6,0.85,111.7,133.9
2017,52,13.98,2.36,0.79,1.56,0.11,0.84,0.84,0.81,79.53,0.89,99.15,131.51
2017,53,14.73,2.55,4.22,1.77,0.22,0.84,0.84,0.8,79.43,1.07,103.41,132.8
2017,54,14.64,2.41,13.53,1.6,0.18,0.85,0.84,0.8,79.48,0.96,102.26,132.86
2017,55,13.84,2.34,29.93,2.04,0.48,0.89,0.88,0.84,79.5,1.26,94.24,136.08
2017,56,14.96,2.56,1.77,1.45,0.57,0.87,0.88,0.84,79.57,1.08,104.84,134.3
2017,57,16.65,2.8,2.45,1.95,0.41,0.86,0.88,0.84,79.54,1.2,118.16,136.68
2017,58,13.06,2.21,2.78,1.98,0.3,0.86,0.88,0.84,79.51,1.05,91.65,131.26
2017,59,12.98,2.23,2.5,1.82,0.35,0.86,0.87,0.84,79.51,1.1,90.18,132.51
2017,60,14.81,2.52,10.67,1.38,0.59,0.87,0.87,0.84,79.42,1.05,106.2,135.31
2017,61,12.49,2.12,1.9,1.45,0.11,0.87,0.88,0.84,79.38,0.74,87.13,134.91
2017,62,12.47,2.15,4.6,1.93,0.72,0.87,0.88,0.84,79.47,1.31,86.29,136.33
2017,63,14.66,2.45,0.06,1.42,0.45,0.86,0.88,0.84,79.42,0.97,106.51,134.31
2017,64,10.65,1.8,2.89,1.38,0.74,0.86,0.87,0.84,79.34,1.03,71.57,138.48
2017,65,13.92,2.38,5.91,1.46,0.53,0.87,0.88,0.84,79.36,1.0,96.62,137.73
2017,66,11.67,1.99,8.61,1.48,0.12,0.87,0.88,0.84,79.44,0.98,79.33,137.58
2017,67,7.88,1.34,11.0,1.34,0.24,0.88,0.89,0.85,79.5,0.88,50.83,141.39
2017,68,13.81,2.39,4.05,1.78,0.22,0.88,0.89,0.86,79.39,1.01,97.45,139.93
2017,69,5.85,0.95,5.64,1.12,0.3,0.88,0.89,0.86,79.41,0.66,39.34,138.18
2017,70,11.05,1.88,19.97,1.03,0.05,0.9,0.91,0.87,79.47,0.59,78.27,134.65
2017,71,8.1,1.38,15.7,1.01,0.25,0.91,0.93,0.89,79.5,0.67,54.86,137.58
2017,72,12.16,2.02,6.83,1.09,0.2,0.9,0.93,0.89,79.5,0.61,84.12,143.14
2017,73,12.46,2.16,20.8,1.25,0.27,0.91,0.94,0.9,79.56,0.83,86.45,140.41
2017,74,11.54,2.05,17.63,2.21,0.53,0.92,0.95,0.91,79.56,1.31,81.02,135.17
2017,75,15.83,2.64,4.3,1.51,0.56,0.91,0.95,0.92,79.57,1.06,115.69,136.28
2017,76,13.77,2.29,4.93,1.48,0.75,0.91,0.95,0.91,79.52,1.17,98.12,136.6
2017,77,12.66,2.21,4.36,1.35,0.45,0.91,0.95,0.91,79.49,0.74,89.58,133.97
2017,78,10.92,1.88,1.53,1.16,0.19,0.91,0.95,0.91,79.52,0.67,75.21,133.48
2017,79,10.6,1.83,0.34,1.23,0.27,0.91,0.95,0.91,79.6,0.7,75.21,129.73
2017,80,11.66,2.01,0.11,1.22,0.23,0.9,0.94,0.91,79.58,0.8,84.35,127.23
2017,81,9.02,1.51,7.28,1.53,0.19,0.9,0.94,0.91,79.51,0.73,64.22,126.98
2017,82,8.72,1.42,16.7,1.38,0.09,0.91,0.95,0.91,79.55,0.84,64.59,120.83
2017,83,9.18,1.59,17.88,1.64,0.17,0.92,0.96,0.92,79.57,0.87,61.75,136.47
2017,84,12.91,2.26,5.18,1.21,0.23,0.92,0.97,0.93,79.51,0.77,88.95,138.04
2017,85,11.4,1.98,6.63,1.29,0.52,0.92,0.96,0.93,79.53,0.98,76.83,140.51
2017,86,16.64,2.9,2.84,1.49,0.69,0.91,0.96,0.93,79.53,1.02,118.84,141.41
2017,87,14.3,2.48,2.6,1.43,0.35,0.91,0.96,0.93,79.51,0.98,101.91,138.06
2017,88,11.06,1.9,13.09,1.53,0.25,0.92,0.96,0.93,79.44,0.69,75.45,138.66
2017,89,10.91,1.92,25.6,1.77,0.08,0.94,0.98,0.95,79.47,0.92,74.02,139.23
2017,90,11.45,1.91,8.58,1.27,0.74,0.93,0.98,0.95,79.54,0.97,80.38,135.57
2017,91,15.14,2.58,5.39,1.24,0.1,0.93,0.98,0.95,79.6,0.96,108.88,137.19
2017,92,16.9,2.88,0.26,1.73,0.87,0.92,0.97,0.95,79.55,1.17,120.36,143.15
2017,93,16.83,2.89,0.0,1.87,1.1,0.92,0.97,0.94,79.45,1.38,119.18,144.72
2017,94,16.28,2.78,1.42,1.49,0.41,0.91,0.96,0.93,79.43,1.03,117.07,141.93
2017,95,15.57,2.69,0.82,1.77,0.16,0.91,0.95,0.92,79.5,0.84,111.27,139.99
2017,96,15.29,2.59,0.44,1.66,0.91,0.91,0.95,0.92,79.53,1.28,111.02,138.55
2017,97,14.17,2.45,3.44,1.61,0.3,0.91,0.95,0.91,79.46,1.08,101.51,134.91
2017,98,11.14,1.97,3.27,1.48,0.31,0.91,0.95,0.91,79.39,0.98,76.84,133.91
2017,99,9.62,1.72,11.2,1.3,0.71,0.91,0.95,0.92,79.45,1.0,62.96,140.01
2017,100,14.22,2.51,8.52,1.23,0.52,0.91,0.95,0.92,79.41,0.84,100.7,140.19
2017,101,12.85,2.23,7.01,1.63,0.16,0.91,0.95,0.92,79.39,0.88,90.36,139.77
2017,102,12.25,2.16,3.66,1.61,0.15,0.91,0.95,0.92,79.43,0.86,87.8,133.36
2017,103,14.17,2.59,2.22,1.39,0.34,0.91,0.95,0.92,79.39,0.9,101.84,136.41
2017,104,5.55,0.95,4.56,1.54,0.49,0.91,0.95,0.92,79.47,1.15,37.24,139.8
2017,105,17.75,3.08,0.15,1.8,0.74,0.91,0.95,0.91,79.47,1.12,128.51,141.71
2017,106,14.22,2.45,1.29,1.56,0.14,0.9,0.95,0.91,79.49,1.05,100.62,139.36
2017,107,9.07,1.52,4.46,1.61,0.6,0.91,0.95,0.91,79.52,1.01,64.39,132.18
2017,108,12.78,2.31,11.03,1.34,0.18,0.91,0.95,0.91,79.5,0.91,87.44,139.51
2017,109,11.62,2.02,12.5,1.47,0.37,0.92,0.96,0.92,79.56,0.81,76.43,144.36
2017,110,9.68,1.66,2.78,1.3,0.26,0.91,0.96,0.92,79.52,0.72,64.34,140.26
2017,111,12.97,2.27,1.61,1.2,0.26,0.91,0.95,0.92,79.58,0.68,89.02,141.27
2017,112,15.21,2.59,0.15,1.17,0.17,0.91,0.95,0.92,79.49,0.65,108.38,141.77
2017,113,15.22,2.67,5.44,1.88,0.22,0.91,0.95,0.91,79.47,1.0,108.2,139.18
2017,114,11.88,2.08,5.56,0.98,0.07,0.91,0.95,0.92,79.48,0.55,80.35,142.55
2017,115,13.76,2.36,0.61,2.31,0.49,0.91,0.95,0.91,79.45,1.31,95.55,140.47
2017,116,11.16,1.91,14.91,1.91,0.45,0.91,0.95,0.92,79.48,1.09,73.51,140.99
2017,117,16.6,2.81,0.29,1.53,0.49,0.91,0.95,0.92,79.5,1.1,116.84,141.52
2017,118,15.55,2.64,0.97,1.81,0.16,0.91,0.95,0.91,79.51,1.18,110.77,136.28
2017,119,14.45,2.44,7.3,1.56,0.48,0.91,0.95,0.91,79.56,1.12,98.98,141.56
2017,120,8.34,1.45,3.92,1.29,0.2,0.91,0.95,0.91,79.58,0.84,56.69,134.02
2017,121,11.7,1.97,5.69,1.14,0.09,0.91,0.95,0.91,79.55,0.84,80.82,137.34
2017,122,13.58,2.28,9.65,1.12,0.09,0.91,0.96,0.92,79.51,0.56,91.03,142.86
2017,123,8.86,1.42,5.85,1.42,0.22,0.91,0.96,0.92,79.5,1.05,58.48,140.89
2017,124,16.1,2.84,3.57,1.29,0.36,0.91,0.95,0.92,79.42,0.8,110.66,144.85
2017,125,12.98,2.17,28.01,1.77,0.2,0.93,0.96,0.93,79.39,1.12,85.16,141.18
2017,126,13.99,2.33,10.44,1.62,0.22,0.93,0.98,0.95,79.57,0.77,93.08,142.48
2017,127,12.49,2.16,25.86,1.64,0.36,0.94,0.98,0.95,79.52,1.02,82.86,139.81
2017,128,14.05,2.38,26.3,1.24,0.33,0.95,1.0,0.97,79.53,0.83,93.88,140.98
2017,129,10.8,1.73,17.82,1.52,0.36,0.95,0.99,0.97,79.5,0.8,71.12,139.01
2017,130,13.03,2.1,27.84,1.04,0.26,0.97,1.0,0.98,79.57,0.66,85.46,141.02
2017,131,12.4,1.95,8.1,1.01,0.1,0.96,1.0,0.98,79.59,0.46,80.45,141.58
2017,132,9.43,1.49,2.29,1.22,0.13,0.96,1.0,0.98,79.6,0.77,60.73,140.01
2017,133,13.02,2.15,1.09,1.12,0.05,0.96,0.99,0.98,79.61,0.66,88.2,139.46
2017,134,14.21,2.27,4.17,1.98,0.77,0.95,0.99,0.97,79.63,1.13,96.93,139.38
2017,135,13.7,2.28,26.01,2.19,0.65,0.96,0.99,0.97,79.61,1.35,92.99,139.7
2017,136,15.73,2.56,10.03,1.42,0.16,0.96,1.0,0.98,79.57,0.71,108.57,140.86
2017,137,13.89,2.27,18.53,1.05,0.15,0.96,1.0,0.98,79.56,0.67,95.3,138.67
2017,138,16.44,2.64,6.72,1.84,0.43,0.96,1.0,0.98,79.46,1.12,115.09,142.14
2017,139,18.22,2.88,3.52,1.41,0.31,0.96,0.99,0.98,79.33,0.84,129.09,143.04
2017,140,13.66,2.15,17.79,3.12,1.03,0.96,1.0,0.98,79.31,1.69,90.98,141.84
2017,141,14.04,2.23,6.43,1.37,0.17,0.96,1.0,0.98,79.52,0.92,96.31,139.81
2017,142,10.33,1.65,4.75,0.94,0.21,0.95,0.99,0.98,79.59,0.6,68.48,137.52
2017,143,16.3,2.52,0.31,1.8,0.73,0.95,0.99,0.97,79.57,1.12,115.78,139.21
2017,144,17.73,2.71,0.95,2.34,0.76,0.94,0.98,0.96,79.57,1.34,126.98,139.46
2017,145,16.74,2.66,1.71,1.73,0.42,0.94,0.98,0.95,79.59,1.04,118.31,138.54
2017,146,16.03,2.5,1.97,2.05,0.16,0.93,0.98,0.95,79.66,1.12,112.57,138.95
2017,147,14.05,2.15,5.54,1.27,0.26,0.93,0.98,0.95,79.69,0.77,98.45,134.34
2017,148,17.09,2.6,7.0,1.84,0.77,0.93,0.98,0.95,79.65,1.13,119.57,137.52
2017,149,15.6,2.45,5.44,1.88,0.16,0.93,0.98,0.95,79.67,0.98,105.04,139.25
2017,150,16.88,2.65,2.9,0.98,0.42,0.92,0.97,0.95,79.68,0.78,115.77,140.2
2017,151,14.34,2.24,5.1,2.77,0.47,0.92,0.97,0.94,79.66,1.33,92.54,138.62
2017,152,15.5,2.43,16.05,1.66,0.25,0.93,0.98,0.95,79.63,0.98,105.68,136.05
2017,153,17.36,2.67,0.47,1.89,0.84,0.93,0.98,0.95,79.57,1.21,121.95,135.56
2017,154,18.89,3.04,1.64,1.5,0.8,0.92,0.97,0.94,79.53,1.09,132.05,138.98
2017,155,14.98,2.26,4.87,2.03,0.35,0.92,0.97,0.94,79.5,0.98,101.97,135.59
2017,156,15.09,2.43,1.07,1.59,0.66,0.91,0.96,0.93,79.51,1.16,99.41,135.29
2017,157,18.19,2.95,6.08,1.55,0.16,0.91,0.96,0.93,79.53,1.12,124.09,139.34
2017,158,11.67,1.92,12.18,1.35,0.41,0.92,0.97,0.93,79.59,1.02,71.12,139.72
2017,159,8.56,1.37,15.0,1.09,0.37,0.93,0.98,0.94,79.66,0.77,51.45,133.66
2017,160,12.15,1.92,6.87,1.44,0.17,0.93,0.98,0.95,79.63,0.77,78.68,130.54
2017,161,17.73,2.91,2.13,1.68,0.32,0.92,0.97,0.94,79.62,0.95,119.53,139.36
2017,162,15.66,2.64,15.44,1.71,0.12,0.93,0.97,0.94,79.57,1.04,99.7,140.21
2017,163,13.54,2.24,5.65,2.02,0.34,0.93,0.98,0.95,79.49,1.15,86.36,135.33
2017,164,15.3,2.63,1.84,1.41,0.41,0.92,0.98,0.95,79.58,0.94,100.98,137.81
2017,165,15.48,2.64,6.07,1.74,0.3,0.92,0.97,0.94,79.61,0.9,103.97,138.28
2017,166,10.12,1.68,12.39,1.62,0.49,0.93,0.97,0.94,79.65,0.92,64.49,134.85
2017,167,16.77,2.7,9.58,1.25,0.08,0.93,0.98,0.95,79.58,0.7,117.69,135.1
2017,168,11.14,1.77,14.77,1.62,0.2,0.94,0.98,0.95,79.55,0.89,72.77,135.78
2017,169,13.08,2.13,7.03,0.95,0.37,0.94,0.98,0.95,79.51,0.6,85.94,134.8
2017,170,13.37,2.16,5.07,2.02,0.45,0.94,0.98,0.95,79.5,1.07,89.98,134.45
2017,171,15.09,2.47,0.85,1.55,0.16,0.93,0.98,0.95,79.51,0.88,99.82,137.91
2017,172,14.38,2.33,0.69,1.56,0.52,0.93,0.98,0.95,79.53,0.91,95.3,136.15
2017,173,15.23,2.53,3.11,1.36,0.57,0.92,0.98,0.95,79.55,0.92,105.6,134.57
2017,174,14.55,2.41,3.81,1.8,0.58,0.92,0.97,0.95,79.45,1.16,97.95,136.88
2017,175,17.55,2.88,3.88,1.36,0.39,0.92,0.97,0.94,79.52,0.91,123.23,136.45
2017,176,14.38,2.41,3.52,1.78,0.52,0.92,0.97,0.94,79.61,0.99,95.89,135.69
2017,177,13.85,2.34,17.18,2.05,0.14,0.93,0.98,0.94,79.55,1.19,93.66,133.32
2017,178,15.23,2.65,13.4,1.41,0.22,0.93,0.98,0.95,79.53,0.87,101.26,137.74
2017,179,15.71,2.6,6.43,2.05,0.79,0.93,0.98,0.95,79.52,1.31,107.89,136.87
2017,180,17.2,2.88,7.64,2.01,0.19,0.93,0.98,0.95,79.51,1.12,114.54,139.41
2017,181,17.05,2.9,3.33,1.67,0.12,0.93,0.98,0.95,79.58,0.87,114.89,137.66
2017,182,19.24,3.34,1.31,1.87,0.59,0.92,0.97,0.94,79.63,1.18,131.91,139.18
2017,183,17.57,2.98,1.52,2.09,0.59,0.92,0.97,0.94,79.67,1.2,118.59,138.3
2017,184,16.32,2.73,1.97,1.68,0.67,0.91,0.96,0.93,79.64,1.15,110.44,135.65
2017,185,16.96,2.79,4.44,2.38,0.74,0.91,0.96,0.93,79.59,1.26,117.19,134.3
2017,186,16.8,2.77,1.25,2.27,0.38,0.91,0.95,0.92,79.6,1.21,115.4,135.62
2017,187,16.66,2.9,1.08,2.59,0.59,0.91,0.95,0.92,79.63,1.34,109.26,138.55
2017,188,18.58,3.16,0.28,1.77,0.58,0.9,0.95,0.91,79.65,1.23,125.92,139.05
2017,189,17.41,2.83,4.21,2.22,0.66,0.9,0.94,0.91,79.59,1.28,119.41,134.62
2017,190,18.02,2.98,1.38,1.67,0.55,0.9,0.94,0.91,79.57,1.04,121.35,137.38
2017,191,15.6,2.52,6.12,1.84,0.24,0.9,0.94,0.9,79.52,0.91,102.34,134.89
2017,192,15.7,2.65,2.7,2.38,0.35,0.9,0.94,0.9,79.55,1.15,101.96,136.15
2017,193,15.86,2.61,0.8,2.09,0.7,0.89,0.93,0.9,79.64,1.16,104.93,135.03
2017,194,17.8,2.96,4.55,1.59,0.55,0.89,0.92,0.89,79.67,1.08,117.62,140.24
2017,195,15.86,2.62,5.2,1.84,0.32,0.89,0.92,0.89,79.65,0.89,102.9,138.06
2017,196,14.09,2.37,4.25,2.34,0.55,0.89,0.92,0.89,79.61,1.3,86.91,137.07
2017,197,17.52,3.0,1.86,1.54,0.09,0.89,0.92,0.88,79.62,0.99,113.16,140.78
2017,198,15.55,2.64,3.28,2.02,0.13,0.88,0.91,0.88,79.55,1.06,97.2,139.06
2017,199,17.95,3.03,7.63,1.41,0.62,0.89,0.91,0.88,79.58,1.02,121.08,137.77
2017,200,16.45,2.77,19.22,1.97,0.39,0.9,0.91,0.88,79.64,0.98,111.3,134.33
2017,201,14.09,2.3,34.61,1.59,0.44,0.94,0.96,0.92,79.63,0.97,90.19,135.13
2017,202,18.14,3.03,2.12,1.58,0.57,0.91,0.95,0.92,79.55,1.05,120.76,139.56
2017,203,17.02,2.97,4.36,2.4,0.46,0.91,0.95,0.91,79.59,1.38,113.59,136.39
2017,204,15.0,2.46,3.27,2.13,0.63,0.91,0.95,0.91,79.58,1.27,105.51,134.73
2017,205,17.17,2.85,4.1,2.3,0.66,0.91,0.95,0.91,79.55,1.37,122.16,136.78
2017,206,17.18,2.84,6.47,2.18,0.6,0.91,0.94,0.91,79.59,1.27,121.32,137.07
2017,207,15.9,2.67,2.02,1.66,0.71,0.9,0.94,0.91,79.54,1.03,112.77,135.63
2017,208,14.98,2.48,0.89,2.25,0.55,0.89,0.93,0.9,79.51,1.25,108.74,129.63
2017,209,16.23,2.7,0.32,1.65,0.21,0.89,0.92,0.89,79.49,0.82,114.88,135.98
2017,210,16.84,2.78,2.8,1.72,0.56,0.89,0.91,0.88,79.57,1.05,117.69,139.05
2017,211,13.08,2.18,5.88,1.74,0.49,0.89,0.91,0.88,79.66,1.11,87.62,138.33
2017,212,13.3,2.19,2.04,2.05,0.56,0.89,0.91,0.88,79.72,1.12,88.73,141.12
2017,213,14.61,2.45,0.45,1.3,0.46,0.88,0.91,0.88,79.68,0.92,100.99,138.88
2017,214,16.62,2.77,0.67,1.55,0.7,0.88,0.91,0.88,79.6,1.05,118.01,139.49
2017,215,16.12,2.67,3.52,1.66,0.3,0.88,0.9,0.87,79.62,1.05,116.28,135.16
2017,216,14.11,2.35,9.28,2.36,0.42,0.88,0.9,0.87,79.62,1.27,99.73,133.21
2017,217,15.38,2.55,8.06,2.05,0.09,0.89,0.91,0.88,79.63,1.02,110.55,133.97
2017,218,17.54,2.99,5.55,2.02,0.41,0.88,0.91,0.88,79.58,1.2,125.59,139.35
2017,219,16.56,2.82,4.93,1.39,0.48,0.88,0.91,0.88,79.54,1.0,115.29,142.57
2017,220,15.5,2.57,8.27,2.05,0.16,0.89,0.91,0.88,79.53,1.16,110.93,136.88
2017,221,14.19,2.37,3.63,2.51,0.44,0.88,0.91,0.88,79.62,1.29,99.95,137.65
2017,222,14.19,2.33,10.02,1.05,0.48,0.89,0.91,0.88,79.63,0.79,101.77,135.71
2017,223,15.75,2.67,22.67,1.72,0.45,0.91,0.92,0.89,79.58,1.12,111.59,140.26
2017,224,13.31,2.23,13.97,1.54,0.2,0.91,0.95,0.91,79.56,0.82,91.44,140.38
2017,225,16.22,2.63,0.39,2.12,0.31,0.9,0.94,0.91,79.57,1.1,116.5,139.56
2017,226,17.16,2.7,1.78,1.61,0.61,0.89,0.93,0.9,79.5,1.16,123.91,140.59
2017,227,15.06,2.5,3.42,1.16,0.13,0.89,0.92,0.89,79.5,0.76,106.49,139.41
2017,228,14.79,2.46,4.03,1.85,0.47,0.89,0.92,0.89,79.54,1.02,103.19,140.92
2017,229,17.86,3.02,5.22,1.66,0.25,0.9,0.92,0.89,79.5,1.14,126.79,143.59
2017,230,15.2,2.57,3.62,1.38,0.13,0.89,0.92,0.89,79.5,1.02,105.3,142.48
2017,231,8.97,1.54,5.87,1.59,0.12,0.89,0.92,0.89,79.41,0.91,59.4,142.86
2017,232,12.88,2.17,14.35,1.56,0.5,0.91,0.93,0.89,79.53,1.14,90.04,137.65
2017,233,16.21,2.75,0.86,1.93,0.82,0.9,0.93,0.9,79.61,1.38,116.24,139.52
2017,234,16.04,2.76,0.43,1.52,0.54,0.89,0.92,0.89,79.6,1.16,113.85,140.91
2017,235,16.74,2.84,6.93,1.97,0.38,0.89,0.92,0.89,79.49,0.97,118.69,141.45
2017,236,13.27,2.24,8.72,1.53,0.52,0.9,0.93,0.89,79.47,0.95,91.67,134.23
2017,237,17.27,2.88,0.98,2.22,0.44,0.89,0.92,0.89,79.52,1.27,119.93,142.63
2017,238,14.7,2.51,13.85,1.48,0.62,0.9,0.92,0.89,79.53,1.09,99.02,142.35
2017,239,16.85,2.91,7.39,2.43,0.55,0.9,0.93,0.9,79.44,1.34,114.84,143.61
2017,240,15.04,2.48,17.97,1.26,0.09,0.91,0.94,0.9,79.53,0.7,102.2,142.45
2017,241,16.48,2.84,18.68,1.27,0.45,0.91,0.95,0.91,79.58,0.93,114.51,141.28
2017,242,17.21,2.88,15.51,1.79,0.45,0.92,0.96,0.92,79.62,1.05,116.32,146.06
2017,243,17.66,3.0,0.48,2.11,0.6,0.91,0.96,0.92,79.62,1.12,123.56,143.22
2017,244,19.88,3.34,0.02,1.6,0.97,0.91,0.95,0.91,79.67,1.23,141.63,145.01
2017,245,12.66,2.13,2.78,1.7,0.62,0.91,0.95,0.91,79.69,1.14,84.98,141.41
2017,246,13.82,2.29,0.72,1.8,0.4,0.9,0.94,0.91,79.69,1.12,97.0,137.88
2017,247,17.82,2.92,5.41,1.34,0.33,0.9,0.94,0.9,79.64,1.01,127.23,142.55
2017,248,15.46,2.59,10.07,1.8,0.44,0.91,0.94,0.91,79.55,1.06,106.72,143.53
2017,249,17.54,3.0,4.82,1.22,0.23,0.9,0.94,0.91,79.55,0.75,122.93,145.21
2017,250,14.55,2.5,18.33,1.49,0.29,0.91,0.95,0.91,79.53,0.88,98.66,142.16
2017,251,11.12,1.87,18.06,1.3,0.05,0.92,0.96,0.92,79.42,0.7,72.67,140.18
2017,252,12.2,2.14,25.7,1.33,0.16,0.93,0.97,0.93,79.48,0.7,76.74,145.35
2017,253,13.88,2.37,10.49,1.62,0.17,0.94,0.98,0.95,79.55,0.81,92.57,141.45
2017,254,17.21,2.78,1.86,1.3,0.72,0.93,0.97,0.95,79.57,0.98,120.23,143.25
2017,255,14.48,2.5,17.03,1.3,0.17,0.94,0.98,0.95,79.53,0.6,97.32,143.53
2017,256,15.06,2.66,5.64,0.91,0.32,0.94,0.98,0.95,79.56,0.62,100.03,143.16
2017,257,14.84,2.48,3.8,1.93,0.23,0.93,0.98,0.95,79.59,0.85,105.02,136.12
2017,258,15.71,2.7,10.89,1.03,0.42,0.94,0.98,0.95,79.55,0.73,109.67,138.79
2017,259,16.52,2.84,3.71,2.72,0.5,0.93,0.98,0.95,79.51,1.32,114.9,140.95
2017,260,14.7,2.52,4.74,1.77,0.28,0.93,0.98,0.95,79.53,0.85,99.87,140.36
2017,261,17.58,3.01,1.48,1.81,0.2,0.92,0.97,0.95,79.54,1.05,122.84,143.1
2017,262,16.77,2.95,4.86,1.31,0.09,0.92,0.97,0.94,79.58,0.73,113.16,144.93
2017,263,15.5,2.79,3.78,1.54,0.47,0.92,0.97,0.94,79.58,1.09,102.82,145.24
2017,264,15.25,2.57,1.97,1.25,0.2,0.92,0.97,0.94,79.48,0.73,106.94,137.46
